Id,Name,Submitted-At,Started-At,Stopped-At,Op-Info,State,Detailed State
w89,s3-gyc,2018-06-27 10:32:43,2018-06-27 10:42:36,2018-06-27 10:43:09,read,terminated,queuing @ 2018-06-27 10:32:43,processing @ 2018-06-27 10:42:36,terminated @ 2018-06-27 10:43:09
w90,s3-gyc,2018-06-27 10:48:24,2018-06-27 10:48:24,2018-06-27 10:48:24,read,terminated,queuing @ 2018-06-27 10:48:24,processing @ 2018-06-27 10:48:24,terminated @ 2018-06-27 10:48:24
w91,s3-gyc,2018-06-27 10:49:28,2018-06-27 10:49:28,2018-06-27 10:49:24,read,terminated,queuing @ 2018-06-27 10:49:28,processing @ 2018-06-27 10:49:28,terminated @ 2018-06-27 10:49:24
w92,s3-gyc,2018-06-27 10:51:03,2018-06-27 10:51:03,2018-06-27 10:51:01,read,terminated,queuing @ 2018-06-27 10:51:03,processing @ 2018-06-27 10:51:03,terminated @ 2018-06-27 10:51:01
w93,s3-gyc,2018-06-27 10:58:15,2018-06-27 10:58:15,2018-06-27 11:10:03,init write,finished,queuing @ 2018-06-27 10:58:15,processing @ 2018-06-27 10:58:15,finished @ 2018-06-27 11:10:03
w94,s3-gyc,2018-06-27 10:59:09,2018-06-27 11:10:03,2018-06-27 11:15:06,read,finished,queuing @ 2018-06-27 10:59:09,processing @ 2018-06-27 11:10:03,finished @ 2018-06-27 11:15:06
w95,s3-gyc,2018-06-27 11:19:59,2018-06-27 11:19:59,2018-06-27 11:31:56,init write,finished,queuing @ 2018-06-27 11:19:59,processing @ 2018-06-27 11:19:59,finished @ 2018-06-27 11:31:56
w96,s3-gyc,2018-06-27 11:36:51,2018-06-27 11:36:51,2018-06-27 11:41:59,read,terminated,queuing @ 2018-06-27 11:36:51,processing @ 2018-06-27 11:36:51,terminated @ 2018-06-27 11:41:59
w97,s3-gyc,2018-06-27 11:42:43,2018-06-27 11:42:43,2018-06-27 11:46:11,read,terminated,queuing @ 2018-06-27 11:42:43,processing @ 2018-06-27 11:42:43,terminated @ 2018-06-27 11:46:11
w98,s3-gyc,2018-06-27 11:49:35,2018-06-27 11:49:35,2018-06-27 11:49:31,read,terminated,queuing @ 2018-06-27 11:49:35,processing @ 2018-06-27 11:49:35,terminated @ 2018-06-27 11:49:31
w99,s3-gyc,2018-06-27 11:51:28,2018-06-27 11:51:28,2018-06-27 11:53:33,read,finished,queuing @ 2018-06-27 11:51:28,processing @ 2018-06-27 11:51:28,finished @ 2018-06-27 11:53:33
w100,s3-gyc,2018-06-27 13:23:37,2018-06-27 13:23:37,2018-06-27 13:35:20,init write,finished,queuing @ 2018-06-27 13:23:37,processing @ 2018-06-27 13:23:37,finished @ 2018-06-27 13:35:20
