Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w173-s1-read-6,read,180975,723900000,13,7.17,3.52,10,10,10,50,50,2650,1809.84,7239340.12,100%,100% cprefix=s3bucket containers=r(3501-4200) objects=r(501-600) timeout=30000
w174-s1-read-1,read,368630,1474520000,32,8.67,4.33,10,10,50,50,50,110,3686.51,14746052.91,100%,100% cprefix=s3bucket containers=r(1-400) objects=r(1-100) timeout=30000
w174-s1-read-2,read,386607,1546428000,32,8.26,4.36,10,10,20,50,50,110,3866.28,15465115.03,100%,100% cprefix=s3bucket containers=r(701-1100) objects=r(101-200) timeout=30000
w174-s1-read-3,read,405730,1622920000,32,7.87,4.37,10,10,20,50,50,120,4057.52,16230084.75,100%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w174-s1-read-4,read,379050,1516200000,32,8.43,4.7,10,10,20,50,50,90,3790.64,15162576.46,100%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w174-s1-read-5,read,362655,1450620000,32,8.81,4.67,10,10,50,50,50,100,3626.69,14506779.78,100%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w174-s1-read-6,read,345330,1381320000,32,9.25,4.65,10,10,50,50,50,100,3453.46,13813849.96,100%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
w175-s1-read-1,read,359671,1438684000,32,8.89,4.41,10,10,50,50,50,120,3596.86,14387450.39,100%,100% cprefix=s3bucket containers=r(1-400) objects=r(1-100) timeout=30000
w175-s1-read-2,read,376907,1507628000,32,8.48,4.44,10,10,20,50,50,110,3769.23,15076903.84,100%,100% cprefix=s3bucket containers=r(701-1100) objects=r(101-200) timeout=30000
w175-s1-read-3,read,394685,1578740000,32,8.1,4.47,10,10,20,50,50,110,3947.01,15788040.55,100%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w175-s1-read-4,read,359137,1436548000,32,8.9,4.41,10,10,50,50,50,120,3591.49,14365949.52,100%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w175-s1-read-5,read,377104,1508416000,32,8.47,4.45,10,10,50,50,50,100,3771.21,15084837.87,100%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w175-s1-read-6,read,360049,1440196000,32,8.87,4.41,10,10,50,50,50,90,3600.68,14402726.97,100%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
w176-s1-read-1,read,354643,1418572000,32,9.01,5.17,10,10,20,50,50,26310,3546.63,14186515.56,100%,100% cprefix=s3bucket containers=r(1-400) objects=r(1-100) timeout=30000
w176-s1-read-2,read,352395,1409580000,32,9.07,5.39,10,10,20,50,50,26320,3524.13,14096531.61,100%,100% cprefix=s3bucket containers=r(701-1100) objects=r(101-200) timeout=30000
w176-s1-read-3,read,420257,1681028000,32,7.6,4.19,10,10,20,50,50,100,4202.84,16811360.67,100%,100% cprefix=s3bucket containers=r(1401-1800) objects=r(201-300) timeout=30000
w176-s1-read-4,read,419383,1677532000,32,7.62,4.21,10,10,20,50,50,90,4194.06,16776238.32,100%,100% cprefix=s3bucket containers=r(2101-2500) objects=r(301-400) timeout=30000
w176-s1-read-5,read,328625,1314500000,32,9.72,5.36,10,10,50,50,50,26310,3286.42,13145693.32,100%,100% cprefix=s3bucket containers=r(2801-3200) objects=r(401-500) timeout=30000
w176-s1-read-6,read,314822,1259288000,32,10.15,5.54,10,10,50,50,50,26310,3148.38,12593520.8,100%,100% cprefix=s3bucket containers=r(3501-3900) objects=r(501-600) timeout=30000
